00210	43.071701	70.7631
00211	43.071701	70.7631
00212	43.071701	70.7631
00213	43.071701	70.7631
00214	43.071701	70.7631
00215	43.071701	70.7631
00501	40.8153	73.045601
00544	40.8153	73.045601
00601	18.164	66.7229
00602	18.3972	67.1679
00603	18.4408	67.150703
00604	18.429399	67.154404
00605	18.428801	67.153503
00606	18.1828	66.980301
00610	18.285601	67.141197
00611	18.2859	66.969803
00612	18.4737	66.729401
00613	18.4744	66.716103
00614	18.4744	66.716103
00616	18.4286	66.683601
00617	18.454599	66.538597
00622	18.026199	67.172897
00623	18.0846	67.163101
00624	18.011101	66.351402
00627	18.4862	66.8452
00631	18.163601	66.724297
00636	18.1644	67.079399
00637	18.0662	66.956703
00638	18.3391	66.468498
00641	18.2675	66.700798
00646	18.4597	66.259201
00647	17.971201	66.936798
00650	18.3643	66.5672
00652	18.4597	66.611397
00653	17.971701	66.906303
00656	18.0205	66.7911
00659	18.4851	66.825401
00660	18.1682	67.130798
00662	18.4951	67.0271
00664	18.220501	66.604401
00667	18.040899	67.0495
00669	18.291	66.852898
00670	18.2537	66.987503
00674	18.425699	66.471497
00676	18.3944	67.1157
00677	18.3426	67.250397
00678	18.4737	66.936699
00680	18.1982	67.142097
00681	18.8673	67.046402
00682	18.8673	67.046402
00683	18.084801	67.046303
00685	18.341	66.990997
00687	18.3346	66.418297
00688	18.435801	66.614197
00690	18.4942	67.0989
00692	18.4142	66.331703
00693	18.406	66.301102
00694	18.4464	66.3881
00698	18.0303	66.850899
00703	18.2584	66.106598
00704	18.25	66.102997
00705	18.143801	66.272301
00707	18.009899	65.898102
00714	17.9678	66.061699
00715	18.0219	66.588799
00716	18.155001	65.355003
00717	18.155001	65.355003
00718	18.2146	65.735703
00719	18.3022	66.246002
00720	18.231199	66.390297
00721	18.301701	66.080002
00723	18.008301	66.014702
00725	18.235399	66.036697
00726	18.236099	66.048897
00728	18.355	65.959999
00729	18.3745	65.912399
00730	18.254999	66.349998
00731	18.017799	66.622902
00732	18.0131	66.614403
00733	18.0131	66.614403
00734	18.0131	66.614403
00735	18.266399	65.647301
00736	18.16	66.105598
00737	18.113899	66.166397
00738	18.330299	65.656998
00739	18.1742	66.157997
00740	18.32	65.650002
00741	18.168301	65.748596
00742	18.2668	65.648003
00744	18.219999	65.790001
00745	18.381599	65.8302
00751	17.990299	66.281197
00754	18.190701	65.961502
00757	17.9674	66.404297
00765	18.1015	65.4767
00766	18.1304	66.492897
00767	18.054399	65.873703
00769	18.083799	66.3564
00771	18.184999	65.866699
00772	18.202	65.860001
